datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-09-18,176341582.79512838,-0.016095845288758306,9093736041.489374,0.19421629481946065,9048733.512214815,0.00019440583932280926,175395374.85643703,946207.9386913469,-0.011625946
2025-09-19,176735232.23556927,0.002413531532536236,9125720953.992573,0.1813804322055923,9080690.042347314,0.00018121948111141388,175877745.5684057,857486.6671635765,0.000846982
2025-09-22,176985174.84832853,0.0015906369742408023,9156891648.911146,0.1763694455502011,9111869.024632983,0.00017641633697638062,176142292.4292608,842882.4190677265,0.0045958757
2025-09-23,176712923.7774924,-0.0014067933762427457,9180257928.982843,0.13202393981146443,9135138.523799317,0.00013147710923400998,176086872.66831645,626051.1091759522,-0.00062572956
2025-09-24,178971164.33581427,0.012939417227533974,9208492909.769032,0.15977881064171698,9163460.215731837,0.00016026949997262837,178200012.62590975,771151.7099045133,0.010241628
2025-09-25,179527449.41452163,0.0032653331600611037,9234714130.284271,0.14651086733748503,9191575.61462495,0.00015709457441064482,174996056.34776595,4531393.066755677,0.006005168
2025-09-26,177645405.21959156,-0.01031200753492987,9267240878.56548,0.18117980502304742,9222331.398465738,0.00017131521636991936,176686696.8175172,958708.4020743733,-0.009456813
2025-09-29,181433400.6065218,0.02151069496022233,9300531675.88278,0.18740027233549486,9255612.134299232,0.00018734363431665972,180528095.90788776,905304.6986340159,0.015384436
2025-09-30,183847689.14368445,0.013480485466661534,9329949660.513794,0.16214205616314956,9287133.917179767,0.00017373748590479912,178766309.72888598,5081379.414798458,0.0044674873
2025-10-09,187699024.56527975,0.021149796649063704,9366625099.165213,0.19948816774496056,9324139.735373665,0.00020128519627448814,181993891.88371578,5705132.681563985,0.014823198
2025-10-10,183720649.872497,-0.021010875402193905,9403562970.48982,0.19679309154726718,9358793.609901998,0.00018462469162316446,182618164.6580155,1102485.214481494,-0.01967305
2025-10-13,183276770.85713306,-0.0022190358404011934,9439809349.747095,0.1972907198098297,9394989.91857706,0.00019701818331353783,182310623.11574715,966147.7413859116,-0.0049492717
2025-10-14,179193831.09441626,-0.022091399848959272,9473924430.431137,0.18613968657618474,9429089.253262848,0.00018605377280663947,178293274.68422854,900556.4101877287,-0.011954844
2025-10-15,181766574.7750788,0.014549759993018099,9508389046.115328,0.19233148526207652,9463572.807253486,0.00019243717141394608,180862625.30598322,903949.4690955942,0.014811516
2025-10-16,180846077.96249068,-0.004877013341082563,9542398952.72307,0.18710759472596528,9497591.60970067,0.00018715653573425363,179958355.61695647,887722.3455342017,0.0026333332
2025-10-17,175302301.7168869,-0.030517931232199553,9567227244.490107,0.13728963352020318,9522319.68443215,0.0001367354769872819,174639741.51719046,662560.1996964463,-0.022559702
2025-10-20,176797496.84456745,0.008711148970609536,9599016783.11632,0.18134125059894055,9554209.021898152,0.00018191054626026968,175967228.3027535,830268.5418139277,0.00531435
2025-10-21,180803992.6379143,0.02278847168724162,9621571018.33543,0.12757100989353473,9576657.979768915,0.00012697554134773146,180206727.7506656,597264.8872486963,0.015347362
2025-10-22,180340799.0752512,-0.0023831269139218203,9653750970.636742,0.17798253142427237,9608972.681432087,0.00017872781010918636,179506350.16594338,834448.9093077946,-0.003320396
2025-10-23,180133211.4467549,-0.0009984951618993063,9681303740.684053,0.15278167884691904,9636490.894558683,0.00015259005875377916,179395394.5920124,737816.8547425093,0.0029982328
2025-10-24,182816033.58801645,0.015105397080824347,9719315674.395918,0.21102124037299094,9674652.439644461,0.00021185180000556715,181817155.53053144,998878.0574850161,0.011796832
2025-10-27,185337301.65346652,0.013968834246583723,9751830332.654364,0.177854521949201,9707111.245003274,0.00017754900771974673,184482588.20060724,854713.452859268,0.011873841
2025-10-28,184437281.24822146,-0.004676707763693552,9785053411.11721,0.17925737650462528,9740363.252703559,0.0001794134661702247,183557961.32819474,879319.9200267065,-0.005099654
2025-10-29,186998716.29907018,0.014067551099882274,9815957238.882107,0.16755738078412172,9773509.08053755,0.00017971327493915293,181668542.06869137,5330174.230378792,0.0119075775
2025-10-30,185030814.80253944,-0.010331180184002605,9854019075.06034,0.203540628147207,9809493.144805413,0.0001924294721377267,183892168.4571715,1138646.3453679448,-0.00798893
2025-10-31,181012647.16834491,-0.0215466138036756,9885532288.541128,0.1703133259960912,9840873.270670196,0.00016959405328388917,180171556.1808524,841090.9874925097,-0.014700949
2025-11-03,181852687.08338577,0.004819036574415103,9917773765.53551,0.17811726141099862,9873139.922765296,0.00017825634064724417,180993512.5465509,859174.5368348546,0.0027432442
2025-11-04,179551457.0013819,-0.012471614366773317,9950972726.369043,0.18255963860633725,9906373.419903671,0.00018274955224135183,178656443.3520094,895013.6493725199,-0.0074569583
2025-11-05,180511309.90757424,0.005511082725566535,9980678685.469286,0.16544538037368298,9936043.446741957,0.00016524525801011737,179717830.80895817,793479.0986160492,0.0018533468
2025-11-06,185095070.1700762,0.025546479610216544,10008356117.208744,0.15332796462243578,9963711.682207327,0.0001532770189277163,184347651.8551042,747418.3149719946,0.014293551
2025-11-07,185573026.75723666,0.002743295910441928,10038137540.377531,0.1608979814612139,9993525.644087391,0.00016107377604745942,184790344.98159692,782681.7756397468,-0.0031129122
2025-11-10,185284462.37413725,-0.001381238412875319,10070337145.521912,0.17351446870834047,10025769.434236163,0.00017375256906787998,184445654.3798617,838807.9942755285,0.0034753084
2025-11-11,182803240.97431448,-0.013218751434439912,10102312213.487797,0.17257285125894276,10057761.58127138,0.0001726650288172383,181962266.98840672,840973.9859077665,-0.009133041
